year,species_code,sex,sex_desc,length,iss,nss,nhl
1990,10110,0,total,18,1.5805656877305256,1,1
1990,10110,0,total,19,1.6521373912865323,1,1
1990,10110,0,total,20,3.076112779538174,4,1
1990,10110,0,total,20,3.076112779538174,4,3
1990,10110,0,total,21,2.489107356278341,4,1
1990,10110,0,total,21,2.489107356278341,4,3
1990,10110,0,total,22,4.008945280415558,8,4
1990,10110,0,total,22,4.008945280415558,8,4
1990,10110,0,total,23,3.8118767919748926,9,4
1990,10110,0,total,23,3.8118767919748926,9,5
1990,10110,0,total,24,3.519924616299177,7,4
1990,10110,0,total,24,3.519924616299177,7,3
1990,10110,0,total,25,3.157297999433507,8,5
1990,10110,0,total,25,3.157297999433507,8,3
1990,10110,0,total,26,3.6935917948568022,9,4
1990,10110,0,total,26,3.6935917948568022,9,4
1990,10110,0,total,27,3.5511242949408786,10,5
1990,10110,0,total,27,3.5511242949408786,10,5
1990,10110,0,total,28,3.7107198430651636,10,5
1990,10110,0,total,28,3.7107198430651636,10,4
1990,10110,0,total,29,3.2455529912406815,7,3
1990,10110,0,total,29,3.2455529912406815,7,4
1990,10110,0,total,30,4.193061719910891,8,5
1990,10110,0,total,30,4.193061719910891,8,3
1990,10110,0,total,31,3.244362028572696,10,5
1990,10110,0,total,31,3.244362028572696,10,5
1990,10110,0,total,32,3.763750883729433,10,5
1990,10110,0,total,32,3.763750883729433,10,5
1990,10110,0,total,33,4.172655199725487,7,3
1990,10110,0,total,33,4.172655199725487,7,4
1990,10110,0,total,34,4.624380299727616,11,5
1990,10110,0,total,34,4.624380299727616,11,5
1990,10110,0,total,35,3.32113151919975,9,5
1990,10110,0,total,35,3.32113151919975,9,4
1990,10110,0,total,36,3.80294517014594,10,5
1990,10110,0,total,36,3.80294517014594,10,5
1990,10110,0,total,37,3.7141171840308265,9,3
1990,10110,0,total,37,3.7141171840308265,9,4
1990,10110,0,total,38,4.8958110675196345,9,3
1990,10110,0,total,38,4.8958110675196345,9,6
1990,10110,0,total,39,5.276869056896812,10,5
1990,10110,0,total,39,5.276869056896812,10,4
1990,10110,0,total,40,6.902152176091758,11,6
1990,10110,0,total,40,6.902152176091758,11,4
1990,10110,0,total,41,4.017458478765414,9,4
1990,10110,0,total,41,4.017458478765414,9,5
1990,10110,0,total,42,4.222019723280958,10,4
1990,10110,0,total,42,4.222019723280958,10,6
1990,10110,0,total,43,4.816957400074675,9,3
1990,10110,0,total,43,4.816957400074675,9,6
1990,10110,0,total,44,3.8711385811096797,8,2
1990,10110,0,total,44,3.8711385811096797,8,6
1990,10110,0,total,45,3.7231354461769897,7,2
1990,10110,0,total,45,3.7231354461769897,7,4
1990,10110,0,total,46,3.2785836315596297,6,1
1990,10110,0,total,46,3.2785836315596297,6,4
1990,10110,0,total,47,4.3671929126932465,7,2
1990,10110,0,total,47,4.3671929126932465,7,5
1990,10110,0,total,48,4.37061252656457,6,1
1990,10110,0,total,48,4.37061252656457,6,5
1990,10110,0,total,49,2.7399643369721223,5,5
1990,10110,0,total,50,5.871365927663231,5,1
1990,10110,0,total,50,5.871365927663231,5,4
1990,10110,0,total,51,5.784030459320067,5,1
1990,10110,0,total,51,5.784030459320067,5,4
1990,10110,0,total,52,5.01327983501487,5,5
1990,10110,0,total,53,5.837633571063457,6,6
1990,10110,0,total,54,3.5178698059839877,4,4
1990,10110,0,total,55,1.894736842105263,4,4
1990,10110,0,total,56,2.4303797468354427,4,4
1990,10110,0,total,58,7.741935483870965,4,4
1990,10110,0,total,59,8.44452568086273,4,3
1990,10110,0,total,62,1.7142857142857142,3,3
1990,10110,1,male,18,1.6483616010240372,1,1
1990,10110,1,male,20,1.5969677072763087,1,1
1990,10110,1,male,21,1.834394904458599,1,1
1990,10110,1,male,22,3.2624029554195015,4,4
1990,10110,1,male,23,2.259090003616834,4,4
1990,10110,1,male,24,3.1309847918251026,4,4
1990,10110,1,male,25,3.1421229600698783,5,5
1990,10110,1,male,26,2.778499300789009,4,4
1990,10110,1,male,27,3.1889617881080636,5,5
1990,10110,1,male,28,3.056455537186188,5,5
1990,10110,1,male,29,3.2919989646480237,3,3
1990,10110,1,male,30,3.2484376547476788,5,5
1990,10110,1,male,31,2.3107863478324546,5,5
1990,10110,1,male,32,2.445290878770557,5,5
1990,10110,1,male,33,3.667385970434673,3,3
1990,10110,1,male,34,3.188540332554018,5,5
1990,10110,1,male,35,2.872501323617272,5,5
1990,10110,1,male,36,3.508569922410148,5,5
1990,10110,1,male,37,1.9189414204729909,4,3
1990,10110,1,male,38,2.005751033008258,3,3
1990,10110,1,male,39,3.2139707659521752,5,5
1990,10110,1,male,40,3.6380840988028305,6,6
1990,10110,1,male,41,2.9322503465443126,4,4
1990,10110,1,male,42,3.523942066393246,4,4
1990,10110,1,male,43,3.645966126388636,3,3
1990,10110,1,male,44,5.2664576802507845,2,2
1990,10110,1,male,45,4.000000000000001,2,2
1990,10110,1,male,47,2,2,2
1990,10110,1,male,48,1.3333333333333333,1,1
1990,10110,2,female,19,1.746338584374202,1,1
1990,10110,2,female,20,3.8137307729132366,3,3
1990,10110,2,female,21,2.241569576468923,3,3
1990,10110,2,female,22,3.0688532741861527,4,4
1990,10110,2,female,23,2.9091227835985234,5,5
1990,10110,2,female,24,2.7527990051150697,3,3
1990,10110,2,female,25,3.068963864604802,3,3
1990,10110,2,female,26,2.899440232232188,5,4
1990,10110,2,female,27,3.366316993236604,5,5
1990,10110,2,female,28,3.1594643407406475,5,4
1990,10110,2,female,29,2.994769945467356,4,4
1990,10110,2,female,30,3.377581277214409,3,3
1990,10110,2,female,31,2.9854166967780844,5,5
1990,10110,2,female,32,3.9639567664557056,5,5
1990,10110,2,female,33,3.591722802045232,4,4
1990,10110,2,female,34,3.653049614461016,6,5
1990,10110,2,female,35,2.65094662436513,4,4
1990,10110,2,female,36,3.6952734035609787,5,5
1990,10110,2,female,37,3.838667545328084,5,4
1990,10110,2,female,38,3.6984171553976415,6,6
1990,10110,2,female,39,4.741970022416211,5,4
1990,10110,2,female,40,4.051748432990012,5,4
1990,10110,2,female,41,2.7012031645530383,5,5
1990,10110,2,female,42,3.084285788007314,6,6
1990,10110,2,female,43,3.088877988170654,6,6
1990,10110,2,female,44,3.0615025675563317,6,6
1990,10110,2,female,45,3.4109122583612033,5,4
1990,10110,2,female,46,4.479861397998257,5,4
1990,10110,2,female,47,2.695168908421965,5,5
1990,10110,2,female,48,4.162361140566832,5,5
1990,10110,2,female,49,4.307705181116434,5,5
1990,10110,2,female,50,3.8031042340225008,4,4
1990,10110,2,female,51,2.3863636363636367,4,4
1990,10110,2,female,52,4.319602610324491,5,5
1990,10110,2,female,53,6.111884023095349,6,6
1990,10110,2,female,54,4.737357573916226,4,4
1990,10110,2,female,55,2.947368421052632,4,4
1990,10110,2,female,56,3.951612903225807,4,4
1990,10110,2,female,58,2.8668941979522184,4,4
1990,10110,2,female,59,4.388853704876503,4,3
1990,10110,2,female,62,2.5263157894736845,3,3
1990,10130,0,total,11,1.5781688924202821,1,1
1990,10130,0,total,12,2.827308076183774,3,1
1990,10130,0,total,12,2.827308076183774,3,1
1990,10130,0,total,12,2.827308076183774,3,1
1990,10130,0,total,13,1.3530289934784316,1,1
1990,10130,0,total,14,3.237640322601648,4,1
1990,10130,0,total,14,3.237640322601648,4,2
1990,10130,0,total,14,3.237640322601648,4,1
1990,10130,0,total,16,2.2019497118943123,3,1
1990,10130,0,total,16,2.2019497118943123,3,2
1990,10130,0,total,17,2.780890824686515,3,1
