year,region,species_code,sex,sex_desc,iss,nss,nhls
1993,wcgoa,20510,1,male,207.99593839724065,3982,206
1993,wcgoa,20510,2,female,186.61325838247473,2564,205
1993,wcgoa,20510,4,total_post,248.77330743617483,6546,219
1993,wcgoa,20510,12,female_male,366.59750871859563,6546,219
1993,wcgoa,21720,0,total_pre,873.9219156219021,17010,428
1993,wcgoa,21720,1,male,573.6532370802298,8217,411
1993,wcgoa,21720,2,female,612.0827666165495,8330,413
1993,wcgoa,21720,4,total_post,873.9218956656457,17010,428
1993,wcgoa,21720,12,female_male,1188.2624322039442,16547,427
1993,wcgoa,21740,0,total_pre,759.8794561653534,30026,376
1993,wcgoa,21740,1,male,405.48463522123257,12395,348
1993,wcgoa,21740,2,female,585.4201500287787,16449,352
1993,wcgoa,21740,4,total_post,759.8794450944076,30026,376
1993,wcgoa,21740,12,female_male,944.2552149193226,28844,369
1993,wcgoa,30050,0,total_pre,347.6479699623337,3763,132
1993,wcgoa,30050,1,male,253.37531548106492,1867,116
1993,wcgoa,30050,2,female,277.10060420868496,1855,122
1993,wcgoa,30050,4,total_post,347.64797197846485,3763,132
1993,wcgoa,30050,12,female_male,525.1729117477189,3722,131
1993,wcgoa,30060,0,total_pre,254.05664865075912,10013,161
1993,wcgoa,30060,1,male,225.29081639781296,5339,150
1993,wcgoa,30060,2,female,205.28747581736135,4541,151
1993,wcgoa,30060,4,total_post,254.0566472800207,10013,161
1993,wcgoa,30060,12,female_male,440.9665865072514,9880,160
1993,wcgoa,30150,0,total_pre,81.9344904838449,1902,80
1993,wcgoa,30150,1,male,70.13128832608518,956,64
1993,wcgoa,30150,2,female,67.95224450592761,945,71
1993,wcgoa,30150,4,total_post,81.93450453059772,1902,80
1993,wcgoa,30150,12,female_male,140.80165641360512,1901,79
1993,wcgoa,30420,0,total_pre,179.4820891478119,4384,106
1993,wcgoa,30420,1,male,158.78248394770185,2252,99
1993,wcgoa,30420,2,female,97.30901678981536,2132,91
1993,wcgoa,30420,4,total_post,179.48210062476488,4384,106
1993,wcgoa,30420,12,female_male,200.46794970694782,4384,106
1996,egoa,10110,0,total_pre,1625.6320181374185,14421,202
1996,egoa,10110,1,male,726.4500332128125,5741,191
1996,egoa,10110,2,female,1361.5988950451772,8668,200
1996,egoa,10110,4,total_post,1625.6320330526446,14421,202
1996,egoa,10110,12,female_male,1802.759117197737,14409,202
1996,egoa,10130,0,total_pre,642.2166466728136,2783,84
1996,egoa,10130,1,male,362.0410691618485,1363,81
1996,egoa,10130,2,female,365.871894064652,1409,76
1996,egoa,10130,4,total_post,642.2165778734848,2783,84
1996,egoa,10130,12,female_male,705.7948171655271,2772,84
1996,egoa,10180,0,total_pre,909.2427821893651,3779,161
1996,egoa,10180,1,male,514.0039551691357,2005,134
1996,egoa,10180,2,female,521.7894345023534,1774,150
1996,egoa,10180,4,total_post,909.2430315104742,3779,161
1996,egoa,10180,12,female_male,878.5689365284757,3779,161
1996,egoa,10200,0,total_pre,1015.4638556753831,6610,178
1996,egoa,10200,1,male,606.8412653833626,4289,164
1996,egoa,10200,2,female,522.1583500686716,2318,168
1996,egoa,10200,4,total_post,1015.4638471985846,6610,178
1996,egoa,10200,12,female_male,938.1321046904168,6607,178
1996,egoa,10262,0,total_pre,74.74216129705846,291,23
1996,egoa,10262,1,male,24.188552678163738,74,16
1996,egoa,10262,2,female,54.94458325463641,217,23
1996,egoa,10262,4,total_post,74.742156620545,291,23
1996,egoa,10262,12,female_male,76.94019114489305,291,23
1996,egoa,20510,0,total_pre,378.5143067638712,1479,141
1996,egoa,20510,1,male,216.93098601051423,787,121
1996,egoa,20510,2,female,216.38964065158206,691,117
1996,egoa,20510,4,total_post,378.5143999950948,1479,141
1996,egoa,20510,12,female_male,429.673068993619,1478,140
1996,egoa,21720,0,total_pre,87.68496825188255,464,91
1996,egoa,21720,1,male,58.35376886042519,227,67
1996,egoa,21720,2,female,53.693865005431725,235,65
1996,egoa,21720,4,total_post,87.68499583116217,464,91
1996,egoa,21720,12,female_male,112.35620043879548,462,90
1996,egoa,21740,0,total_pre,45.863096543151435,15258,170
1996,egoa,21740,1,male,64.11414055508347,5953,157
1996,egoa,21740,2,female,77.02688191656885,6304,160
1996,egoa,21740,4,total_post,45.86309637123868,15258,170
1996,egoa,21740,12,female_male,139.50215150978784,12257,167
1996,egoa,30050,0,total_pre,278.07607156129507,1403,80
1996,egoa,30050,1,male,173.4049502178255,658,68
1996,egoa,30050,2,female,168.94575934379225,745,66
1996,egoa,30050,4,total_post,278.0761134559005,1403,80
1996,egoa,30050,12,female_male,339.793471412977,1403,80
1996,egoa,30060,0,total_pre,108.12399199286007,10263,106
1996,egoa,30060,1,male,81.07241414042683,5143,97
1996,egoa,30060,2,female,113.20539147509025,5091,99
1996,egoa,30060,4,total_post,108.12399377164142,10263,106
1996,egoa,30060,12,female_male,194.073796969182,10234,105
1996,egoa,30152,0,total_pre,134.9426888633694,526,25
1996,egoa,30152,1,male,60.93022459830255,235,19
1996,egoa,30152,2,female,84.085064228221,291,16
1996,egoa,30152,4,total_post,134.94268654566926,526,25
1996,egoa,30152,12,female_male,125.49009121122587,526,25
1996,egoa,30420,0,total_pre,11.774961609167931,36,12
1996,egoa,30420,1,male,6.664946362639639,17,10
1996,egoa,30420,2,female,8.758550281566365,19,8
1996,egoa,30420,4,total_post,11.774953516517389,36,12
1996,egoa,30420,12,female_male,14.400737265582377,36,12
1996,goa,10110,0,total_pre,6137.191601705258,56154,740
1996,goa,10110,1,male,2149.977891090819,17822,690
1996,goa,10110,2,female,5151.270005673452,38306,730
1996,goa,10110,4,total_post,6137.191573048587,56154,740
1996,goa,10110,12,female_male,6878.067105921824,56128,740
1996,goa,10130,0,total_pre,2940.7203676257072,21416,417
1996,goa,10130,1,male,1424.1675639056673,9975,379
1996,goa,10130,2,female,1736.6275440954707,11086,388
1996,goa,10130,4,total_post,2940.7203734898103,21416,417
1996,goa,10130,12,female_male,2903.285596809689,21061,416
1996,goa,10180,0,total_pre,1771.3867652975628,7125,406
1996,goa,10180,1,male,983.6537105553473,3886,308
1996,goa,10180,2,female,1024.708952657258,3239,373
1996,goa,10180,4,total_post,1771.3872813668615,7125,406
1996,goa,10180,12,female_male,1758.404508197777,7125,406
1996,goa,10200,0,total_pre,2182.1977068523797,14496,517
1996,goa,10200,1,male,1089.272291595519,7718,401
1996,goa,10200,2,female,1519.937888569279,6768,487
1996,goa,10200,4,total_post,2182.197772807719,14496,517
1996,goa,10200,12,female_male,2203.516849387927,14486,517
1996,goa,10261,0,total_pre,602.6354211004331,8537,195
1996,goa,10261,1,male,303.38959411402107,3220,155
1996,goa,10261,2,female,782.3763875868569,5310,185
1996,goa,10261,4,total_post,602.6354271636749,8537,195
1996,goa,10261,12,female_male,846.2543065810418,8530,194
1996,goa,10262,0,total_pre,1664.392627486788,8395,280
1996,goa,10262,1,male,402.8820220153924,1889,175
1996,goa,10262,2,female,1374.4400692323966,6495,274
1996,goa,10262,4,total_post,1664.3928414711727,8395,280
1996,goa,10262,12,female_male,1584.4877293758468,8384,279
1996,goa,20510,0,total_pre,706.4658981505152,4621,356
1996,goa,20510,1,male,584.6267791936583,2707,312
1996,goa,20510,2,female,380.17442658325933,1912,300
1996,goa,20510,4,total_post,706.4659689163437,4621,356
1996,goa,20510,12,female_male,907.6972580511247,4619,355
1996,goa,21720,0,total_pre,294.0853111264071,12019,534
1996,goa,21720,1,male,182.93387069024186,5888,462
1996,goa,21720,2,female,356.0268954565786,6094,473
1996,goa,21720,4,total_post,294.0853232681931,12019,534
1996,goa,21720,12,female_male,451.02013111926607,11982,531
1996,goa,21740,0,total_pre,130.36477977995585,46668,653
