year,species_code,sex,sex_desc,iss,nss,nhl
1990,10110,0,total_pre,88.89265537709035,325,14
1990,10110,1,male,32.08458609318505,109,13
1990,10110,2,female,68.45051907708527,216,14
1990,10110,4,total_post,93.61257396722547,325,14
1990,10110,12,female_male,103.00495665600576,325,14
1990,10130,0,total_pre,55.721151074587205,247,22
1990,10130,1,male,26.41343855297737,107,17
1990,10130,2,female,28.25416471928966,138,18
1990,10130,4,total_post,49.564788287326195,247,22
1990,10130,12,female_male,56.75208758114373,245,22
1990,10180,0,total_pre,29.66186207083222,201,18
1990,10180,1,male,15.870862669654414,78,16
1990,10180,2,female,21.907303168225432,123,18
1990,10180,4,total_post,28.43293938061555,201,18
1990,10180,12,female_male,39.804477921696964,201,18
1990,10200,0,total_pre,42.18822891084473,270,27
1990,10200,1,male,22.52745955343514,114,20
1990,10200,2,female,31.77660337012066,156,26
1990,10200,4,total_post,42.695872050115284,270,27
1990,10200,12,female_male,55.76864646295423,270,27
1990,21720,0,total_pre,118.75431259392384,493,29
1990,21720,1,male,60.35170908643952,220,26
1990,21720,2,female,68.4410692102789,273,28
1990,21720,4,total_post,96.02036893715038,493,29
1990,21720,12,female_male,137.33074077808456,493,29
1990,21740,0,total_pre,88.826671611799,1065,38
1990,21740,1,male,60.48023591347575,503,35
1990,21740,2,female,72.94637593923916,560,35
1990,21740,4,total_post,81.3387065264162,1065,38
1990,21740,12,female_male,142.4045068938488,1063,38
1990,30050,0,total_pre,22.085635531437905,194,27
1990,30050,1,male,15.266704464301865,91,23
1990,30050,2,female,13.420507417878252,102,21
1990,30050,4,total_post,17.616761302069364,194,27
1990,30050,12,female_male,31.887316906596375,193,26
1990,30060,0,total_pre,103.66038957902977,1754,54
1990,30060,1,male,117.85968749132417,868,51
1990,30060,2,female,69.25399152776775,884,51
1990,30060,4,total_post,103.21687929298152,1754,54
1990,30060,12,female_male,169.37476713366183,1752,54
1990,30420,0,total_pre,48.23751016602518,331,12
1990,30420,1,male,24.30964318775741,150,11
1990,30420,2,female,30.348965255767318,178,11
1990,30420,4,total_post,44.10624134562223,331,12
1990,30420,12,female_male,55.626945769053094,328,11
1993,10110,0,total_pre,199.575111978444,1023,72
1993,10110,1,male,86.02940700082353,389,45
1993,10110,2,female,132.7770510622612,634,66
1993,10110,4,total_post,188.31652621449751,1023,72
1993,10110,12,female_male,218.46113116024438,1023,72
1993,10130,0,total_pre,79.89671388719864,303,35
1993,10130,1,male,31.30501448953221,132,26
1993,10130,2,female,44.172797130776985,170,29
1993,10130,4,total_post,71.00540559609728,303,35
1993,10130,12,female_male,77.26028998148725,302,35
1993,10180,0,total_pre,54.859966523328715,252,35
1993,10180,1,male,28.533297138889303,105,23
1993,10180,2,female,28.36268933637899,147,31
1993,10180,4,total_post,53.09599302603134,252,35
1993,10180,12,female_male,60.20566725577113,252,35
1993,10200,0,total_pre,51.58422395471557,332,29
1993,10200,1,male,26.900048247625943,139,20
1993,10200,2,female,34.302977161024025,193,26
1993,10200,4,total_post,49.96191772091671,332,29
1993,10200,12,female_male,64.34604554576262,332,29
1993,21720,0,total_pre,149.19279335517163,803,65
1993,21720,1,male,87.40637051723549,365,61
1993,21720,2,female,101.07525851132418,438,63
1993,21720,4,total_post,141.03109649494777,803,65
1993,21720,12,female_male,202.32662140658942,803,65
1993,21740,0,total_pre,122.87594592970193,1898,64
1993,21740,1,male,103.45632200637593,868,62
1993,21740,2,female,94.99728272871413,1007,58
1993,21740,4,total_post,120.11354931650605,1898,64
1993,21740,12,female_male,200.42962277150895,1875,64
1993,30050,0,total_pre,80.13463422469262,775,67
1993,30050,1,male,54.91825565744683,382,62
1993,30050,2,female,55.14943516359386,385,56
1993,30050,4,total_post,73.01131432695077,775,67
1993,30050,12,female_male,118.90689077483522,767,66
1993,30060,0,total_pre,159.8896395827325,1378,48
1993,30060,1,male,129.49524277528002,655,47
1993,30060,2,female,111.87734743479515,714,44
1993,30060,4,total_post,157.17303700651317,1378,48
1993,30060,12,female_male,248.35216853689914,1369,48
1993,30420,0,total_pre,27.128000569721685,242,17
1993,30420,1,male,16.382683369075803,115,16
1993,30420,2,female,16.53268835849237,127,15
1993,30420,4,total_post,27.0059978062287,242,17
1993,30420,12,female_male,35.4539201212878,242,17
1996,10110,0,total_pre,192.78947375394034,691,61
1996,10110,1,male,70.3999714443968,257,42
1996,10110,2,female,99.73618263387787,434,59
1996,10110,4,total_post,155.4781868429842,691,61
1996,10110,12,female_male,168.60593170292188,691,61
1996,10130,0,total_pre,134.62180939331643,528,55
1996,10130,1,male,58.438499810550915,243,41
1996,10130,2,female,78.87874373603887,285,48
1996,10130,4,total_post,122.02453525760572,528,55
1996,10130,12,female_male,140.7049289583224,528,55
1996,10180,0,total_pre,77.18656849302992,383,66
1996,10180,1,male,41.142746616488274,170,49
1996,10180,2,female,44.64362408776052,213,55
1996,10180,4,total_post,77.20350901478417,383,66
1996,10180,12,female_male,90.95272956377835,383,66
1996,10200,0,total_pre,79.33098559439192,370,77
1996,10200,1,male,38.633084711591,158,43
1996,10200,2,female,47.77694345014545,212,59
1996,10200,4,total_post,72.4207775326892,370,77
1996,10200,12,female_male,87.9580681392964,370,77
1996,10261,0,total_pre,34.35789300806759,230,20
1996,10261,1,male,13.79309537853062,94,16
1996,10261,2,female,23.702912275707614,136,17
1996,10261,4,total_post,33.29719433938578,230,20
1996,10261,12,female_male,35.56848543910846,230,20
1996,10262,0,total_pre,57.26474741780772,268,29
1996,10262,1,male,27.592734754583642,87,19
1996,10262,2,female,33.204695407234944,181,29
1996,10262,4,total_post,49.43854699985995,268,29
1996,10262,12,female_male,51.97759838590454,268,29
1996,20510,0,total_pre,101.37765727873418,708,108
1996,20510,1,male,41.51560085157778,336,89
1996,20510,2,female,52.38363502697135,372,88
1996,20510,4,total_post,75.91165425706352,708,108
1996,20510,12,female_male,88.10264238809297,708,108
1996,21720,0,total_pre,42.90336619161878,771,87
1996,21720,1,male,25.70690605453158,386,68
1996,21720,2,female,45.308339879267436,385,77
1996,21720,4,total_post,39.20114274004962,771,87
1996,21720,12,female_male,65.49374470859263,771,87
1996,21740,0,total_pre,43.318807698445994,1020,71
1996,21740,1,male,47.55204723591607,485,65
1996,21740,2,female,71.75930631384537,532,65
1996,21740,4,total_post,43.339443839474576,1020,71
1996,21740,12,female_male,119.27010575124783,1017,71
1996,30050,0,total_pre,66.84555068717606,701,44
1996,30050,1,male,45.45262587583423,357,39
1996,30050,2,female,46.98940405931444,343,36
1996,30050,4,total_post,59.48474228255623,701,44
1996,30050,12,female_male,102.03043841262007,700,44
1996,30060,0,total_pre,123.2814305793437,641,16
1996,30060,1,male,73.37956370668758,301,16
1996,30060,2,female,78.10775772795355,340,15
1996,30060,4,total_post,115.71059371147275,641,16
1996,30060,12,female_male,158.7822092339731,641,16
1996,30152,0,total_pre,91.95545658815314,554,46
1996,30152,1,male,54.25324901764267,274,41
1996,30152,2,female,56.520938676338126,280,31
1996,30152,4,total_post,84.90808838961294,554,46
1996,30152,12,female_male,111.31462759384306,554,46
1996,30420,0,total_pre,105.0893334764634,462,19
1996,30420,1,male,60.03757673841742,248,18
1996,30420,2,female,47.36630579779288,214,15
1996,30420,4,total_post,93.65339737145165,462,19
1996,30420,12,female_male,109.53101896524107,462,19
1999,10110,0,total_pre,280.7181273621084,831,78
1999,10110,1,male,120.54601813823376,314,63
1999,10110,2,female,172.71906161663514,515,70
1999,10110,4,total_post,239.47120038669493,831,78
1999,10110,12,female_male,290.6359687034183,829,77
1999,10130,0,total_pre,148.95593548880362,605,47
1999,10130,1,male,63.184749779532886,288,42
1999,10130,2,female,100.89257450506263,316,43
1999,10130,4,total_post,126.50217014376659,605,47
1999,10130,12,female_male,154.75231115458877,604,47
1999,10180,0,total_pre,81.61523267887071,310,55
1999,10180,1,male,42.71128079048789,148,39
1999,10180,2,female,56.876294637822596,162,46
1999,10180,4,total_post,85.29920726095774,310,55
1999,10180,12,female_male,102.10150315027124,310,55
1999,10200,0,total_pre,87.61934615031758,385,51
1999,10200,1,male,47.86761554954176,174,39
1999,10200,2,female,51.73327537088846,200,44
1999,10200,4,total_post,84.96260273031164,385,51
