year,species_code,sex,sex_desc,iss,nss,nhl
1990,10110,0,total_pre,89.76373278787949,325,14
1990,10110,1,male,30.486592117546664,109,13
1990,10110,2,female,69.54143296766779,216,14
1990,10110,4,total_post,93.92987510805604,325,14
1990,10110,12,female_male,104.69975322735907,325,14
1990,10130,0,total_pre,56.520022338537856,247,22
1990,10130,1,male,25.853553117742347,107,17
1990,10130,2,female,29.065675791750124,138,18
1990,10130,4,total_post,49.3050203281536,247,22
1990,10130,12,female_male,56.8495204049384,245,22
1990,10180,0,total_pre,38.80352569435446,201,18
1990,10180,1,male,21.190738732820574,78,16
1990,10180,2,female,24.65073708728732,123,18
1990,10180,4,total_post,39.250074471764826,201,18
1990,10180,12,female_male,47.2484247064474,201,18
1990,10200,0,total_pre,46.69579375128119,270,27
1990,10200,1,male,22.71731354855055,114,20
1990,10200,2,female,34.12263138884556,156,26
1990,10200,4,total_post,44.71759399766288,270,27
1990,10200,12,female_male,57.911844401203055,270,27
1990,21720,0,total_pre,105.4576578759935,493,29
1990,21720,1,male,56.35883700840362,220,26
1990,21720,2,female,65.59383231329907,273,28
1990,21720,4,total_post,91.03963712369534,493,29
1990,21720,12,female_male,129.86007720755902,493,29
1990,21740,0,total_pre,88.46514802401761,1065,38
1990,21740,1,male,56.17478466158534,503,35
1990,21740,2,female,75.46535331095193,560,35
1990,21740,4,total_post,81.48136340885847,1065,38
1990,21740,12,female_male,139.75005423436005,1063,38
1990,30050,0,total_pre,26.469755882877063,194,27
1990,30050,1,male,15.796393753983496,91,23
1990,30050,2,female,16.234269017646067,102,21
1990,30050,4,total_post,22.32179398201852,194,27
1990,30050,12,female_male,34.75442094782988,193,26
1990,30060,0,total_pre,119.73868197650111,1754,54
1990,30060,1,male,119.45555278232088,868,51
1990,30060,2,female,83.41131380600898,884,51
1990,30060,4,total_post,117.58913188350299,1754,54
1990,30060,12,female_male,196.9387302885687,1752,54
1990,30420,0,total_pre,57.363975423616345,331,12
1990,30420,1,male,26.327798572531634,150,11
1990,30420,2,female,33.32346047077638,178,11
1990,30420,4,total_post,49.14860432633892,331,12
1990,30420,12,female_male,55.45212828578304,328,11
1993,10110,0,total_pre,200.97622973362144,1023,72
1993,10110,1,male,83.5689173683266,389,45
1993,10110,2,female,135.80861940814236,634,66
1993,10110,4,total_post,189.3998114923761,1023,72
1993,10110,12,female_male,221.34294012314604,1023,72
1993,10130,0,total_pre,78.32246774584796,303,35
1993,10130,1,male,29.417468297038898,132,26
1993,10130,2,female,43.704214070376146,170,29
1993,10130,4,total_post,70.20103796401233,303,35
1993,10130,12,female_male,74.21373530619645,302,35
1993,10180,0,total_pre,63.76641971239129,252,35
1993,10180,1,male,30.087245734550358,105,23
1993,10180,2,female,32.885853369279545,147,31
1993,10180,4,total_post,56.059174536214,252,35
1993,10180,12,female_male,64.3990996809805,252,35
1993,10200,0,total_pre,53.174666684469976,332,29
1993,10200,1,male,27.507536374689014,139,20
1993,10200,2,female,33.42690881332289,193,26
1993,10200,4,total_post,51.27015029399478,332,29
1993,10200,12,female_male,64.38738373154908,332,29
1993,21720,0,total_pre,148.64236499935018,803,65
1993,21720,1,male,86.12895796363478,365,61
1993,21720,2,female,105.92745364158345,438,63
1993,21720,4,total_post,140.3764775893065,803,65
1993,21720,12,female_male,204.53337608756743,803,65
1993,21740,0,total_pre,126.57297482396855,1898,64
1993,21740,1,male,111.04698739809845,868,62
1993,21740,2,female,99.06814665476423,1007,58
1993,21740,4,total_post,125.70018051038005,1898,64
1993,21740,12,female_male,212.14610633677958,1875,64
1993,30050,0,total_pre,125.48067977352407,775,67
1993,30050,1,male,80.58087936442192,382,62
1993,30050,2,female,79.53550206986951,385,56
1993,30050,4,total_post,119.21341865321739,775,67
1993,30050,12,female_male,163.89430753646437,767,66
1993,30060,0,total_pre,171.2538639153138,1378,48
1993,30060,1,male,129.42146821524082,655,47
1993,30060,2,female,123.5899973869359,714,44
1993,30060,4,total_post,167.63262298558635,1378,48
1993,30060,12,female_male,261.5164943714578,1369,48
1993,30420,0,total_pre,35.72767603851685,242,17
1993,30420,1,male,19.967683274331794,115,16
1993,30420,2,female,19.767761182995102,127,15
1993,30420,4,total_post,34.357300494841176,242,17
1993,30420,12,female_male,39.74418574887479,242,17
1996,10110,0,total_pre,187.85260861530494,691,61
1996,10110,1,male,67.42596434324871,257,42
1996,10110,2,female,97.80364924361476,434,59
1996,10110,4,total_post,152.6190826777555,691,61
1996,10110,12,female_male,164.27676177075134,691,61
1996,10130,0,total_pre,146.81614651315363,528,55
1996,10130,1,male,58.95616127985122,243,41
1996,10130,2,female,81.02193409750411,285,48
1996,10130,4,total_post,124.59095819758976,528,55
1996,10130,12,female_male,143.98367894311014,528,55
1996,10180,0,total_pre,80.68673039499735,383,66
1996,10180,1,male,39.38993415413913,170,49
1996,10180,2,female,51.23844680041515,213,55
1996,10180,4,total_post,76.36153910065593,383,66
1996,10180,12,female_male,91.08863641342886,383,66
1996,10200,0,total_pre,84.1701865998345,370,77
1996,10200,1,male,39.069953129758126,158,43
1996,10200,2,female,48.855897140475776,212,59
1996,10200,4,total_post,75.84082214062293,370,77
1996,10200,12,female_male,90.42236650743436,370,77
1996,10261,0,total_pre,34.905165693462486,230,20
1996,10261,1,male,13.854911920628716,94,16
1996,10261,2,female,25.466638108287476,136,17
1996,10261,4,total_post,34.67584845866242,230,20
1996,10261,12,female_male,37.23592351625383,230,20
1996,10262,0,total_pre,54.63582369659961,268,29
1996,10262,1,male,28.126245625433352,87,19
1996,10262,2,female,32.07311932270721,181,29
1996,10262,4,total_post,47.27926013604388,268,29
1996,10262,12,female_male,50.34927856720152,268,29
1996,20510,0,total_pre,101.44737810745298,708,108
1996,20510,1,male,42.47351047773787,336,89
1996,20510,2,female,52.849330246838115,372,88
1996,20510,4,total_post,77.27988830809528,708,108
1996,20510,12,female_male,89.67107269901848,708,108
1996,21720,0,total_pre,43.952524854815785,771,87
1996,21720,1,male,25.245188148107435,386,68
1996,21720,2,female,43.798162436410024,385,77
1996,21720,4,total_post,38.12620676598887,771,87
1996,21720,12,female_male,64.61430183951698,771,87
1996,21740,0,total_pre,42.150763619959264,1020,71
1996,21740,1,male,46.34054229584486,485,65
1996,21740,2,female,71.2696533091902,532,65
1996,21740,4,total_post,41.003282845235304,1020,71
1996,21740,12,female_male,118.02444360255123,1017,71
1996,30050,0,total_pre,91.35982625091974,701,44
1996,30050,1,male,59.66861268506438,357,39
1996,30050,2,female,65.1828487308163,343,36
1996,30050,4,total_post,85.8156363406181,701,44
1996,30050,12,female_male,129.12480003373437,700,44
1996,30060,0,total_pre,121.65487876605735,641,16
1996,30060,1,male,71.2942100650942,301,16
