year,species_code,sex,sex_desc,length,iss,nss,nhl
1990,10130,2,female,48,2.2558186255137067,2,2
1990,10130,2,female,49,2.238756612593796,2,2
1990,10180,0,total,27,1.0992466574501967,1,1
1990,10180,0,total,28,2.212977818618345,2,1
1990,10180,0,total,29,2.555280218985678,3,2
1990,10180,0,total,29,2.555280218985678,3,1
1990,10180,0,total,30,1.3266545359249171,2,1
1990,10180,0,total,30,1.3266545359249171,2,1
1990,10180,0,total,31,2.553438010518303,4,1
1990,10180,0,total,31,2.553438010518303,4,1
1990,10180,0,total,32,2.092553393495916,3,1
1990,10180,0,total,32,2.092553393495916,3,2
1990,10180,0,total,33,3.0769405858783796,6,3
1990,10180,0,total,33,3.0769405858783796,6,3
1990,10180,0,total,34,3.739111967309555,8,2
1990,10180,0,total,34,3.739111967309555,8,4
1990,10180,0,total,35,3.3572856381130474,7,3
1990,10180,0,total,35,3.3572856381130474,7,3
1990,10180,0,total,36,4.075350374715563,8,6
1990,10180,0,total,36,4.075350374715563,8,2
1990,10180,0,total,37,3.148682773760826,10,5
1990,10180,0,total,37,3.148682773760826,10,4
1990,10180,0,total,38,4.943733997276544,13,5
1990,10180,0,total,38,4.943733997276544,13,6
1990,10180,0,total,39,4.625306287008279,13,4
1990,10180,0,total,39,4.625306287008279,13,5
1990,10180,0,total,40,5.254195121452444,12,7
1990,10180,0,total,40,5.254195121452444,12,4
1990,10180,0,total,41,3.921495037395061,11,3
1990,10180,0,total,41,3.921495037395061,11,5
1990,10180,0,total,42,4.137893726539562,9,4
1990,10180,0,total,42,4.137893726539562,9,4
1990,10180,0,total,43,4.827325012959972,12,4
1990,10180,0,total,43,4.827325012959972,12,5
1990,10180,0,total,44,3.0049484701520566,7,3
1990,10180,0,total,44,3.0049484701520566,7,4
1990,10180,0,total,45,3.1827954278891806,9,3
1990,10180,0,total,45,3.1827954278891806,9,5
1990,10180,0,total,46,2.7312918084172977,4,3
1990,10180,0,total,47,3.5788871702674068,8,1
1990,10180,0,total,47,3.5788871702674068,8,7
1990,10180,0,total,48,3.9737214346229615,9,3
1990,10180,0,total,48,3.9737214346229615,9,5
1990,10180,0,total,49,3.428236509891355,6,1
1990,10180,0,total,49,3.428236509891355,6,5
1990,10180,0,total,50,3.483442580348907,8,7
1990,10180,0,total,51,3.5336704577686486,7,1
1990,10180,0,total,51,3.5336704577686486,7,6
1990,10180,0,total,52,3.2236252086936905,6,6
1990,10180,0,total,53,2.2097470208710477,4,4
1990,10180,0,total,54,2.240317018932855,3,3
1990,10180,0,total,55,2.0856548856548858,1,1
1990,10180,0,total,56,2.333192592378934,3,3
1990,10180,0,total,63,1.689259645464025,1,1
1990,10180,1,male,27,1.1001482029220728,1,1
1990,10180,1,male,29,2.20182754406354,2,2
1990,10180,1,male,30,1.1111517076689486,1,1
1990,10180,1,male,31,2.3661191114161055,3,1
1990,10180,1,male,32,0.9568095100853096,1,1
